CustomerID,EducationCode,MaritalStatusCode,Year_Birth,Dt_Customer,Income,Kidhome,Teenhome,Recency,ComplainFlag,AcceptedCmp1,AcceptedCmp2
4432,Graduation,Divorced,1976,16-03-2013,31615.0,1,0,82,0,0,0
5955,Graduation,Together,1962,17-11-2012,72025.0,0,0,27,0,0,0
2928,PhD,Single,1975,01-12-2012,52614.0,0,1,63,0,0,0
5680,2n Cycle,Married,1984,22-04-2014,35684.0,1,0,66,0,0,0
10313,Graduation,Married,1975,28-10-2012,48178.0,1,1,69,0,0,0
2557,Master,Single,1970,29-08-2013,29548.0,1,0,52,0,0,0
1245,Graduation,Single,1966,11-11-2012,63810.0,0,1,45,0,0,0
1519,PhD,Single,1972,22-06-2013,38578.0,1,1,2,0,0,0
10703,Master,Single,1975,18-08-2012,46098.0,1,1,86,0,0,0
1726,Graduation,Single,1970,18-03-2013,22585.0,0,0,23,0,0,0
4459,Graduation,Single,1989,30-12-2012,30279.0,1,0,13,0,0,0
1729,PhD,Together,1961,02-10-2013,66426.0,0,1,14,0,0,0
1517,Graduation,Single,1969,14-06-2013,30822.0,1,0,92,0,0,0
2098,PhD,Married,1969,08-01-2013,33581.0,2,0,38,0,0,0
9543,Graduation,Married,1985,14-11-2013,19986.0,1,0,74,0,0,0
6878,Graduation,Widow,1954,12-12-2012,27421.0,0,0,14,0,0,0
3310,2n Cycle,Married,1973,22-08-2012,35688.0,2,1,94,0,0,0
2724,Master,Single,1981,30-03-2014,36143.0,1,0,33,0,0,0
948,Graduation,Single,1971,15-05-2013,10245.0,1,0,32,0,0,0
6720,Master,Together,1968,16-10-2013,43795.0,0,1,11,0,0,0
6202,Graduation,Together,1960,05-10-2012,63381.0,0,1,78,0,0,0
2066,Graduation,Together,1949,30-08-2012,38823.0,0,1,56,0,0,0
9799,PhD,Divorced,1968,08-05-2013,83664.0,1,1,57,0,0,0
8318,Graduation,Together,1979,03-01-2014,90300.0,0,0,7,0,0,0
5642,Master,Together,1979,09-12-2013,62499.0,1,0,0,0,0,0
2669,Graduation,Single,1993,04-05-2014,74293.0,0,0,66,0,0,0
455,PhD,Married,1946,18-04-2013,51012.0,0,0,86,0,0,0
7683,Master,Married,1968,25-02-2014,70777.0,0,1,80,0,0,0
3428,PhD,Together,1991,06-10-2013,68682.0,0,0,56,0,0,0
7414,Graduation,Married,1971,15-09-2012,43824.0,1,1,18,0,0,0
6354,Graduation,Together,1984,31-08-2012,15345.0,1,0,51,0,0,0
798,Graduation,Single,1987,24-12-2012,23442.0,1,0,71,0,0,0
8213,2n Cycle,Together,1980,09-11-2012,14515.0,1,0,71,0,0,0
2488,2n Cycle,Divorced,1956,23-03-2013,31395.0,1,1,80,0,0,0
9999,Graduation,Together,1965,27-09-2012,75276.0,0,0,2,0,0,0
7617,Graduation,Single,1974,15-08-2013,42373.0,1,1,83,0,0,0
615,Graduation,Together,1960,11-03-2013,30507.0,0,0,29,0,0,0
2552,PhD,Single,1955,22-10-2013,55521.0,1,2,11,0,0,0
194,Graduation,Married,1965,09-06-2014,48006.0,1,1,55,0,0,0
3645,PhD,Single,1972,30-08-2012,27213.0,1,0,19,0,0,0
8890,PhD,Divorced,1971,30-05-2014,65808.0,1,1,1,0,0,0
5049,PhD,Together,1974,06-06-2013,30351.0,1,0,19,0,0,0
9973,Graduation,Married,1963,17-10-2012,50437.0,0,2,28,0,0,0
7301,2n Cycle,Single,1982,17-11-2012,23616.0,1,0,76,0,0,0
10882,Graduation,Married,1976,09-11-2012,53858.0,0,1,50,0,0,0
7030,PhD,Married,1955,30-03-2013,66465.0,0,1,1,0,1,0
7422,Graduation,Single,1987,22-08-2012,46923.0,1,0,90,0,0,0
3523,Graduation,Together,1962,23-01-2013,75072.0,0,1,83,0,0,0
7106,PhD,Married,1943,31-03-2014,75865.0,0,0,73,0,0,0
6504,2n Cycle,Together,1975,20-11-2013,19789.0,1,0,24,0,0,0
5067,Graduation,Together,1994,14-02-2014,80134.0,0,0,11,0,1,1
4216,Graduation,Single,1981,22-02-2013,91065.0,0,0,33,0,1,0
8581,Master,Married,1971,05-03-2013,49505.0,1,1,4,0,0,0
5929,PhD,Married,1973,06-05-2014,37401.0,1,0,14,0,0,0
3129,Graduation,Married,1983,22-05-2014,30096.0,1,0,30,0,0,0
6528,Master,Together,1982,05-06-2014,18492.0,1,0,75,0,0,0
1361,Master,Married,1974,04-06-2013,82584.0,0,0,26,0,0,0
6932,PhD,Married,1941,13-04-2013,93027.0,0,0,77,0,0,0
7284,Graduation,Married,1953,04-12-2013,48686.0,1,2,8,0,0,0
1340,Graduation,Married,1986,24-04-2014,92910.0,0,0,42,0,1,0
8746,Graduation,Married,1989,05-04-2014,75433.0,1,0,28,0,1,0
5987,2n Cycle,Together,1989,04-05-2014,10404.0,1,0,52,0,0,0
3767,Graduation,Married,1968,25-04-2013,61314.0,0,1,1,0,0,0
3725,PhD,Single,1961,09-05-2013,84865.0,0,0,1,0,1,1
4324,Graduation,Married,1989,29-10-2012,42387.0,1,0,42,0,0,0
238,2n Cycle,Together,1967,23-01-2013,67309.0,1,1,76,0,0,0
6694,Graduation,Married,1964,25-11-2013,75236.0,0,1,27,0,0,0
498,Graduation,Single,1970,02-02-2014,30015.0,1,0,28,0,0,0
9347,Master,Together,1956,21-06-2013,50943.0,0,1,49,0,0,0
9699,Graduation,Divorced,1966,21-12-2013,67272.0,0,1,12,0,0,0
10664,Master,Widow,1949,07-09-2013,51529.0,0,1,14,0,0,0
5455,PhD,Married,1971,22-08-2013,32011.0,1,0,89,0,0,0
456,2n Cycle,Married,1986,07-02-2013,7500.0,1,0,96,0,0,0
5012,Graduation,Married,1989,04-07-2013,28691.0,1,0,56,0,0,0
7495,PhD,Married,1948,20-12-2013,56223.0,0,1,72,0,0,0
5029,Graduation,Married,1946,06-08-2013,18100.0,0,0,14,0,0,0
10642,Graduation,Single,1989,30-12-2012,30279.0,1,0,13,0,0,0
2106,2n Cycle,Married,1974,17-03-2014,20130.0,0,0,99,0,0,0
10364,Graduation,Divorced,1959,13-07-2013,23295.0,0,0,72,0,0,0
5954,Master,Divorced,1972,09-10-2013,42618.0,1,0,92,0,0,0
1137,Graduation,Single,1964,29-12-2013,81246.0,0,0,87,0,1,0
2541,Graduation,Married,1976,09-06-2013,24027.0,1,0,7,0,0,0
1142,PhD,Married,1953,22-12-2013,55707.0,0,1,91,0,0,0
2276,Graduation,Single,1955,02-05-2013,57959.0,0,1,71,0,0,0
2807,Graduation,Married,1969,16-02-2013,56796.0,0,1,24,0,0,0
6471,Master,Single,1971,17-10-2013,36230.0,1,0,17,0,0,0
6131,2n Cycle,Married,1980,01-12-2013,70829.0,1,1,87,0,0,0
6233,Graduation,Married,1976,07-09-2012,65991.0,0,1,21,0,0,0
4148,Graduation,Married,1972,20-08-2012,38988.0,1,2,90,0,0,0
4947,2n Cycle,Single,1966,15-09-2012,89572.0,0,0,44,0,1,0
3225,Master,Married,1984,01-04-2013,42207.0,1,0,71,0,0,0
7540,Graduation,Married,1952,25-05-2014,50300.0,0,1,52,0,0,0
10648,2n Cycle,Together,1982,25-09-2012,66664.0,0,0,78,0,0,0
1992,Graduation,Married,1964,01-01-2014,60597.0,0,1,2,0,1,0
7851,Graduation,Widow,1949,22-09-2013,70165.0,0,0,60,0,0,0
8594,PhD,Widow,1958,28-01-2014,50520.0,0,1,25,0,0,0
7059,Graduation,Married,1963,26-06-2014,80124.0,0,0,47,0,0,0
2815,Graduation,Married,1975,24-02-2014,33183.0,1,0,46,0,0,0
2416,PhD,Single,1969,03-03-2014,66582.0,0,0,83,0,0,0
7999,PhD,Together,1955,23-04-2013,75261.0,0,0,17,0,0,0
9213,Graduation,Widow,1970,31-10-2012,31880.0,1,0,13,0,0,0
9697,Graduation,Married,1951,06-03-2014,53790.0,0,2,86,0,0,0
3916,PhD,Together,1971,15-08-2012,49269.0,1,0,92,0,0,0
2021,Graduation,Married,1975,27-03-2013,61456.0,0,1,47,0,0,0
1581,Graduation,Married,1980,10-10-2013,37406.0,1,0,18,0,0,0
564,PhD,Together,1981,04-08-2012,56937.0,1,0,81,0,0,0
6619,Graduation,Married,1978,02-01-2013,38415.0,1,1,91,0,0,0
9081,Graduation,Single,1988,18-05-2014,20518.0,1,0,58,0,0,0
178,Graduation,Married,1956,18-02-2013,62503.0,0,1,40,0,0,0
916,PhD,Single,1972,09-05-2014,41644.0,1,1,67,0,0,0
5512,Master,Married,1977,23-05-2014,55842.0,0,1,19,0,0,0
8970,PhD,Married,1972,23-10-2012,62010.0,0,1,93,0,0,0
10581,Graduation,Married,1977,31-10-2012,41124.0,1,0,41,0,0,0
5300,Master,Married,1973,30-12-2013,38961.0,1,0,60,0,0,0
5154,Master,Divorced,1972,11-08-2013,37760.0,1,0,54,0,0,0
8346,Graduation,Single,1974,19-08-2012,32233.0,1,0,26,0,0,0
1676,Graduation,Married,1975,30-10-2013,43057.0,0,1,30,0,0,0
9286,Master,Together,1960,10-10-2012,83151.0,0,0,93,0,0,0
2426,PhD,Divorced,1964,14-09-2012,78825.0,0,0,35,0,0,0
5172,Master,Together,1976,14-11-2013,65104.0,0,1,4,0,0,0
5562,Graduation,Married,1974,26-06-2013,60093.0,0,1,92,0,0,0
3436,Graduation,Married,1969,26-01-2014,14045.0,1,0,24,0,0,0
3921,2n Cycle,Widow,1952,28-10-2012,28457.0,0,0,96,0,0,0
3403,PhD,Together,1958,24-09-2012,78952.0,0,1,11,0,0,0
22,Graduation,Divorced,1976,03-12-2012,46310.0,1,0,99,0,0,0
10965,Graduation,Together,1955,22-02-2013,76005.0,0,0,72,0,1,0
9426,Master,Single,1964,12-01-2013,58308.0,0,1,77,0,0,0
6605,PhD,Divorced,1944,27-11-2013,55614.0,0,0,85,0,0,0
3136,Master,Divorced,1962,13-04-2013,59432.0,0,1,88,0,0,0
8737,Graduation,Divorced,1978,05-04-2014,55563.0,0,1,22,0,0,0
11088,PhD,Together,1971,21-04-2013,78642.0,0,1,83,0,0,0
716,PhD,Together,1949,22-05-2014,67911.0,0,1,63,0,0,0
466,Graduation,Married,1944,03-04-2013,65275.0,0,0,9,0,0,0
9135,Graduation,Together,1950,06-08-2012,27203.0,1,1,92,0,0,0
10623,Master,Together,1961,15-11-2013,48330.0,0,1,2,0,0,0
8151,Basic,Married,1990,29-12-2012,24279.0,0,0,6,0,0,0
5140,PhD,Married,1985,24-08-2012,64355.0,1,0,66,0,0,0
10160,Master,Together,1956,21-06-2013,50943.0,0,1,49,0,0,0
4945,Graduation,Widow,1953,07-11-2012,53653.0,0,0,29,0,0,0
10584,Graduation,Married,1976,02-12-2013,65665.0,0,1,77,0,0,0
6071,Graduation,Single,1989,19-07-2013,81217.0,0,0,77,0,0,0
3386,Graduation,Married,1992,21-06-2013,34935.0,0,0,71,0,0,0
8939,Graduation,Divorced,1959,16-12-2012,61250.0,0,1,49,0,0,0
9925,PhD,Together,1981,25-05-2013,39665.0,1,0,97,0,0,0
4320,Graduation,Single,1979,28-03-2013,60152.0,0,1,6,0,0,0
5389,Graduation,Married,1964,20-10-2013,48920.0,0,2,93,0,0,0
6036,Master,Together,1959,17-03-2014,89120.0,0,0,78,0,0,0
182,PhD,Together,1946,11-05-2013,44124.0,0,1,62,0,0,0
203,Master,Single,1975,14-04-2013,81169.0,0,0,47,0,0,0
11025,Graduation,Married,1961,03-02-2013,36443.0,1,1,9,0,0,0
10203,Graduation,Single,1990,30-06-2013,26095.0,1,0,77,0,0,0
4607,Graduation,Together,1959,23-08-2013,71367.0,0,0,24,0,0,0
3711,Master,Married,1944,01-03-2014,80184.0,0,0,19,0,1,0
3696,Graduation,Divorced,1965,27-01-2014,30630.0,1,1,67,0,0,0
2532,Master,Single,1987,01-03-2014,73454.0,0,0,95,0,0,0
9214,Graduation,Married,1991,16-08-2013,42691.0,0,0,48,0,0,0
4943,Graduation,Married,1953,30-09-2012,70503.0,0,0,73,0,0,0
35,Graduation,Married,1987,08-09-2012,25545.0,1,0,35,0,0,0
2258,Graduation,Married,1986,04-12-2012,32880.0,1,0,76,0,0,0
4322,PhD,Together,1958,27-11-2013,77863.0,0,0,20,0,0,0
713,Master,Married,1977,08-06-2014,50353.0,0,0,72,0,0,0
4702,Graduation,Single,1964,12-08-2012,61839.0,0,0,20,0,0,0
3281,PhD,Married,1960,03-11-2013,49154.0,1,1,69,0,0,0
702,2n Cycle,Widow,1975,15-02-2013,47682.0,0,1,80,0,0,0
2004,Graduation,Single,1969,18-09-2013,72679.0,0,1,65,0,0,0
4769,Master,Together,1977,18-06-2014,57954.0,1,1,52,0,0,0
4437,Graduation,Married,1962,24-04-2013,65316.0,1,1,65,0,0,0
8724,Graduation,Single,1982,17-06-2013,28567.0,1,0,57,0,0,0
10741,Master,Together,1951,11-04-2013,47352.0,0,1,70,0,0,0
1991,Graduation,Together,1967,18-01-2014,44931.0,0,1,0,0,0,0
6931,Graduation,Divorced,1967,15-02-2014,76982.0,0,0,19,0,0,0
11096,2n Cycle,Together,1952,08-08-2013,57247.0,0,1,50,0,0,0
304,Master,Single,1981,23-12-2013,22944.0,1,0,67,0,0,0
3665,2n Cycle,Together,1977,07-11-2013,25315.0,1,0,46,0,0,0
10591,Graduation,Widow,1969,06-08-2012,43638.0,0,1,37,0,0,0
5036,PhD,Single,1984,28-11-2012,42710.0,1,0,38,0,0,0
5547,PhD,Married,1982,07-08-2013,84169.0,0,0,9,0,0,0
7822,Graduation,Together,1976,04-06-2013,54058.0,0,1,56,0,0,0
8541,2n Cycle,Married,1990,08-03-2014,24683.0,1,0,98,0,0,0
10955,Graduation,Widow,1964,07-01-2014,85620.0,0,0,68,0,0,0
4368,Graduation,Married,1980,03-12-2013,47850.0,1,0,72,0,0,0
9671,Graduation,Married,1968,26-01-2014,19514.0,1,1,47,0,0,0
2256,Master,Married,1973,29-03-2014,27159.0,1,1,33,0,0,0
4279,2n Cycle,Single,1963,31-03-2014,39548.0,1,1,87,0,0,0
5371,Graduation,Single,1989,08-04-2014,21474.0,1,0,0,0,0,0
9240,PhD,Single,1971,07-02-2014,60504.0,0,1,73,0,0,0
9460,Graduation,Married,1963,18-04-2013,22419.0,0,0,74,0,0,0
9504,Master,Married,1949,06-11-2013,81698.0,0,0,4,0,0,0
8692,Graduation,Together,1952,12-09-2012,43462.0,1,1,50,0,0,0
448,PhD,Single,1978,01-03-2013,54880.0,1,0,57,0,0,0
8314,Graduation,Married,1982,05-04-2013,79908.0,0,0,30,0,0,0
8420,2n Cycle,Married,1970,03-08-2013,15315.0,0,0,27,0,0,0
3174,Graduation,Together,1959,22-05-2013,87771.0,0,1,61,0,1,1
7685,Graduation,Married,1978,09-09-2013,33039.0,1,0,4,0,0,0
3179,Graduation,Single,1980,16-06-2013,81741.0,0,0,75,0,0,0
9780,Master,Together,1971,25-06-2013,71499.0,0,1,12,0,0,0
10681,2n Cycle,Married,1970,15-01-2014,62466.0,0,1,13,0,0,0
10232,PhD,Divorced,1963,05-11-2013,48799.0,0,1,9,0,0,0
4184,PhD,Together,1950,07-06-2014,52157.0,0,1,48,0,0,0
9120,Graduation,Single,1962,05-12-2012,66565.0,0,1,80,0,0,0
891,Master,Together,1951,07-09-2013,29298.0,1,1,60,0,0,0
10381,Graduation,Single,1979,05-07-2013,47691.0,0,1,43,0,0,0
3525,Graduation,Together,1970,07-12-2012,38200.0,1,1,19,0,0,0
6818,Graduation,Married,1974,12-09-2012,44989.0,0,1,26,0,0,0
3526,PhD,Married,1968,27-01-2014,38443.0,1,1,58,0,0,0
8181,2n Cycle,Single,1978,13-09-2013,38593.0,1,0,42,0,0,0
1029,PhD,Together,1970,01-08-2013,64413.0,0,1,27,0,0,0
7369,Master,Married,1981,02-10-2013,36959.0,1,0,56,0,0,0
2574,PhD,Married,1977,31-01-2013,61996.0,0,1,27,0,1,1
8159,Graduation,Married,1968,01-04-2014,51287.0,1,1,10,0,0,0
1160,Graduation,Married,1970,23-08-2013,13260.0,1,1,48,0,0,0
10242,PhD,Together,1966,16-09-2013,47472.0,1,1,39,0,0,0
5253,Master,Together,1956,09-07-2013,54603.0,1,1,85,0,0,0
5966,PhD,Married,1974,10-11-2012,45207.0,1,1,64,0,0,0
5314,Graduation,Together,1951,18-03-2013,40689.0,0,1,69,0,0,0
5081,2n Cycle,Together,1967,20-10-2013,47821.0,1,1,54,0,0,0
5123,Master,Married,1951,15-04-2013,27450.0,0,0,57,0,0,0
5756,Graduation,Together,1983,03-04-2014,39453.0,1,0,64,0,0,0
8036,2n Cycle,Together,1971,18-04-2014,26850.0,1,1,10,0,0,0
9058,Graduation,Widow,1955,23-09-2012,79800.0,0,0,65,0,1,0
5057,Master,Married,1961,14-09-2013,61794.0,0,1,74,0,0,0
254,Graduation,Together,1955,17-05-2014,53863.0,0,1,4,0,0,0
4179,Graduation,Together,1959,20-08-2013,24221.0,0,0,94,0,0,0
3710,PhD,Single,1984,12-10-2012,39684.0,1,0,41,1,0,0
7627,Master,Married,1975,12-12-2012,92163.0,0,0,25,0,1,0
4501,Master,Single,1965,10-11-2013,69882.0,0,0,94,0,0,0
6424,Graduation,Together,1977,30-01-2014,33178.0,1,0,9,0,0,0
3075,PhD,Married,1972,11-09-2013,59973.0,0,0,47,0,0,0
4992,Master,Together,1975,19-09-2013,17459.0,1,0,12,0,0,0
5252,Graduation,Divorced,1969,26-10-2012,23910.0,1,0,80,0,0,0
7444,Master,Married,1969,19-10-2013,42169.0,1,1,20,0,0,0
6919,2n Cycle,Married,1978,04-06-2013,26224.0,1,0,39,0,0,0
3537,Graduation,Together,1981,17-08-2012,31089.0,1,0,57,0,0,0
10277,Graduation,Single,1961,21-02-2013,30081.0,0,1,27,0,0,0
2453,Graduation,Together,1960,31-08-2012,62807.0,0,1,83,0,0,0
7972,Graduation,Single,1955,17-09-2013,72906.0,0,0,79,0,0,0
895,PhD,Married,1948,09-12-2012,61467.0,0,2,69,0,0,0
1177,Master,Together,1966,26-01-2013,49618.0,1,1,77,0,0,0
7141,Master,Single,1986,29-12-2012,21888.0,1,0,15,0,0,0
7232,Graduation,Widow,1973,11-02-2014,42429.0,0,1,99,0,0,0
8477,Graduation,Divorced,1956,11-03-2013,26150.0,2,1,61,0,0,0
2457,Basic,Married,1975,26-10-2012,30801.0,0,1,23,0,0,0
988,Graduation,Married,1965,07-05-2014,81168.0,0,0,84,0,1,0
7930,Master,Single,1969,19-08-2013,26877.0,0,0,74,0,0,0
4587,Master,Widow,1944,18-07-2013,45006.0,0,0,90,0,0,0
6682,Basic,Married,1973,11-12-2012,18978.0,1,0,41,0,0,0
6222,Graduation,Married,1967,28-10-2013,22574.0,2,1,28,0,0,0
10299,PhD,Single,1969,09-11-2012,48240.0,0,0,73,0,0,0
3083,Graduation,Married,1974,26-07-2013,45837.0,1,1,88,0,0,0
8953,Master,Single,1965,06-05-2013,35791.0,2,1,94,0,0,0
1503,PhD,Together,1976,03-06-2013,162397.0,1,1,31,0,0,0
8650,Graduation,Widow,1978,18-03-2013,54162.0,1,1,31,0,0,0
10862,Master,Married,1960,17-08-2012,30522.0,0,1,6,0,0,0
2782,PhD,Married,1961,11-07-2013,54456.0,0,1,23,0,0,0
6941,Graduation,Single,1971,14-07-2013,31632.0,0,0,92,0,0,0
10972,Graduation,Widow,1949,10-03-2014,72298.0,0,0,52,0,0,0
10708,2n Cycle,Single,1978,28-12-2013,36975.0,1,0,50,0,0,0
6583,2n Cycle,Married,1955,03-06-2013,72635.0,0,0,54,0,1,0
3641,Graduation,Married,1976,20-01-2013,13624.0,1,0,93,0,0,0
10156,Graduation,Single,1975,03-06-2013,84196.0,0,1,56,0,0,0
4299,Graduation,Together,1960,21-09-2012,70971.0,0,1,28,0,0,0
3469,PhD,Divorced,1977,06-09-2012,34487.0,1,1,94,0,0,0
5063,Graduation,Single,1977,18-12-2012,28769.0,1,0,76,0,0,0
10727,PhD,Married,1970,19-11-2013,69084.0,1,0,43,0,0,0
9624,PhD,Together,1958,13-06-2014,65488.0,0,0,46,0,0,0
5156,2n Cycle,Married,1970,15-01-2014,62466.0,0,1,13,0,0,0
4376,2n Cycle,Single,1960,15-02-2014,32218.0,0,0,27,0,0,0
8923,Graduation,Single,1973,18-04-2013,83917.0,0,0,12,0,0,0
8461,Graduation,Divorced,1962,10-03-2014,46102.0,2,1,3,0,0,0
6945,Graduation,Single,1952,04-06-2013,84574.0,0,0,72,0,0,0
944,Graduation,Married,1962,08-01-2013,56181.0,0,1,6,0,0,0
1907,Master,Divorced,1950,28-09-2012,63120.0,0,1,53,0,0,0
701,Graduation,Married,1971,06-11-2013,73691.0,0,1,58,0,0,0
3856,Graduation,Together,1960,05-10-2012,63381.0,0,1,78,0,0,0
4149,PhD,Together,1948,13-05-2014,76140.0,0,0,57,0,0,0
2131,PhD,Divorced,1959,30-12-2012,62859.0,0,1,37,0,0,0
2942,Graduation,Single,1964,07-05-2013,45906.0,0,1,20,0,0,0
1173,Master,Together,1947,10-03-2013,77632.0,0,0,73,0,0,0
4381,PhD,Married,1971,18-08-2013,46463.0,1,1,56,0,0,0
4611,Graduation,Together,1970,21-01-2013,105471.0,0,0,36,0,1,0
3376,Master,Divorced,1970,13-12-2013,55282.0,1,0,9,0,0,0
4679,Master,Married,1977,23-05-2014,78710.0,0,1,42,0,0,0
10928,Graduation,Together,1958,16-09-2013,66886.0,0,1,28,0,0,0
4248,Master,Single,1960,17-02-2014,98777.0,0,0,23,0,0,0
6728,Graduation,Together,1985,27-08-2012,29103.0,1,0,38,0,0,0
6661,Graduation,Married,1974,12-08-2012,67445.0,0,1,63,0,0,0
4725,PhD,Together,1950,13-04-2014,50616.0,0,1,71,0,0,0
3277,Graduation,Divorced,1955,03-08-2012,49431.0,0,1,9,0,0,0
5555,Graduation,Divorced,1975,07-02-2014,153924.0,0,0,81,0,0,0
2564,Graduation,Together,1953,04-01-2014,61278.0,0,1,87,0,0,0
946,2n Cycle,Together,1958,22-09-2012,26490.0,0,0,92,0,0,0
3867,PhD,Together,1947,31-08-2013,73059.0,0,1,36,0,0,0
6940,PhD,Single,1966,21-10-2013,46734.0,1,2,86,0,0,0
55,Graduation,Together,1963,07-12-2012,56253.0,0,1,83,0,0,0
7093,Graduation,Married,1985,14-11-2013,19986.0,1,0,74,0,0,0
5084,Graduation,Widow,1975,25-12-2013,58330.0,0,1,87,0,0,0
1777,Basic,Married,1980,07-09-2012,25965.0,0,0,29,0,0,0
8162,Master,Together,1956,01-01-2013,14661.0,0,0,88,0,0,0
10826,Graduation,Married,1959,28-12-2012,18690.0,0,0,77,0,0,0
8754,PhD,Together,1974,16-05-2013,45068.0,0,1,25,0,0,0
1987,Basic,Single,1987,25-09-2013,21063.0,1,0,34,0,0,0
11007,PhD,Married,1968,09-05-2013,29187.0,1,0,43,0,0,0
7426,2n Cycle,Married,1971,07-11-2013,54690.0,1,1,76,0,0,0
9153,PhD,Married,1964,29-07-2013,59304.0,0,1,81,0,0,0
10379,Master,Single,1962,08-11-2013,59247.0,0,2,87,0,0,0
9204,Graduation,Widow,1970,12-09-2012,66731.0,0,1,33,0,0,0
3197,Graduation,Married,1980,16-12-2013,77353.0,0,1,38,0,0,0
2920,PhD,Single,1975,01-12-2012,52614.0,0,1,63,0,0,0
6961,Graduation,Married,1974,22-05-2014,26751.0,2,0,26,0,0,0
4673,PhD,Married,1963,30-10-2012,81300.0,0,1,17,0,1,0
9937,Graduation,Single,1979,02-01-2014,70337.0,0,0,75,0,0,0
8779,2n Cycle,Married,1985,16-06-2013,36145.0,1,0,13,0,0,0
9596,PhD,Single,1980,23-12-2013,65295.0,0,0,19,0,0,0
2891,Graduation,Divorced,1963,18-10-2013,68118.0,0,1,51,0,0,0
4910,Graduation,Divorced,1967,30-08-2012,68743.0,0,0,81,0,0,0
75,2n Cycle,Together,1982,25-07-2013,41039.0,0,0,32,0,0,0
10120,Graduation,Together,1955,24-10-2013,38946.0,0,1,84,0,0,0
6327,Graduation,Together,1967,19-12-2013,65777.0,0,0,87,0,0,0
10142,PhD,Divorced,1976,07-03-2013,66476.0,0,1,99,0,0,0
9826,PhD,Single,1972,12-09-2012,86857.0,0,0,96,0,0,0
1501,PhD,Married,1982,04-08-2012,160803.0,0,0,21,0,0,0
10767,PhD,Together,1989,16-05-2014,77845.0,0,0,40,0,1,0
7279,PhD,Together,1969,30-09-2013,69476.0,0,0,3,0,0,0
7230,PhD,Divorced,1960,04-10-2012,50611.0,0,1,98,0,0,0
143,Graduation,Single,1970,25-08-2013,61209.0,0,0,73,0,0,0
450,Master,Together,1958,12-07-2013,42315.0,0,1,90,0,0,0
9316,Basic,Together,1952,02-11-2013,13084.0,0,0,29,0,0,0
6379,Master,Widow,1949,29-05-2013,47570.0,1,1,3,0,0,0
9239,Master,Married,1961,26-07-2013,61923.0,0,2,94,0,0,0
8315,Graduation,Single,1995,26-03-2014,34824.0,0,0,65,0,0,0
2868,PhD,Single,1949,08-04-2013,26518.0,1,1,33,0,0,0
10888,Graduation,Single,1961,03-11-2013,45938.0,0,0,46,0,0,0
1277,Graduation,Together,1960,09-04-2014,78468.0,0,0,29,0,1,0
9977,Graduation,Divorced,1973,17-09-2013,78901.0,0,1,99,0,0,0
10196,Graduation,Married,1978,12-03-2014,71427.0,2,0,26,0,0,0
6384,Graduation,Divorced,1978,11-02-2014,71022.0,0,1,30,0,0,0
8029,Master,Single,1988,29-04-2014,90247.0,0,0,27,0,1,0
968,Master,Divorced,1968,26-12-2013,41335.0,1,0,24,0,0,0
6988,Graduation,Married,1986,10-01-2013,71952.0,1,0,93,0,0,0
4472,PhD,Divorced,1970,27-06-2014,35682.0,1,0,34,0,0,0
6991,Graduation,Divorced,1951,10-04-2013,43185.0,0,1,88,0,0,0
3336,PhD,Together,1948,21-11-2013,66375.0,0,1,96,0,0,0
4301,Master,Married,1971,10-01-2013,35178.0,1,0,10,0,0,0
1940,Graduation,Married,1986,12-07-2013,25252.0,1,0,26,0,0,0
1272,Master,Single,1965,21-10-2012,55250.0,0,1,49,0,0,0
1388,Graduation,Single,1975,20-02-2013,33249.0,1,0,11,0,0,0
1044,Graduation,Together,1953,14-05-2013,58398.0,0,0,44,0,0,0
6969,Graduation,Together,1982,07-08-2013,50272.0,1,0,75,0,0,0
10479,PhD,Married,1975,07-12-2012,76618.0,0,0,64,0,0,0
3619,2n Cycle,Divorced,1960,23-09-2012,87305.0,0,0,19,0,0,0
1715,Graduation,Together,1978,11-02-2013,25851.0,1,0,45,0,0,0
10159,Graduation,Divorced,1970,31-03-2013,58710.0,0,1,77,0,0,0
1463,Graduation,Single,1958,29-03-2014,45160.0,1,1,9,0,0,0
5114,Master,Married,1965,19-12-2012,74806.0,0,1,1,0,0,0
4990,Graduation,Married,1954,02-05-2013,59111.0,0,0,90,0,0,0
4329,PhD,Married,1984,23-05-2014,18988.0,1,0,43,0,0,0
10936,Graduation,Married,1965,13-02-2013,72190.0,0,0,79,0,0,0
4692,Graduation,Married,1976,01-08-2012,7500.0,1,0,19,0,0,0
7212,Graduation,Married,1966,08-06-2014,44794.0,0,1,99,0,0,0
6086,Graduation,Married,1955,23-11-2013,80395.0,0,0,62,0,1,0
437,Master,Divorced,1976,25-01-2014,75012.0,0,0,41,0,0,0
11171,Master,Married,1965,11-10-2013,56962.0,2,1,60,0,0,0
11101,Graduation,Together,1991,15-04-2013,89891.0,0,0,17,0,0,0
5329,PhD,Divorced,1949,27-09-2013,35946.0,1,1,24,0,0,0
610,PhD,Together,1953,07-08-2012,53593.0,1,1,60,0,0,0
9384,Graduation,Married,1978,12-06-2013,66373.0,1,1,57,0,0,0
5956,PhD,Divorced,1948,16-10-2013,45072.0,1,2,74,0,0,0
10430,Graduation,Divorced,1973,09-10-2013,89694.0,1,1,22,0,1,0
